,User,Category,Label,ResponsTask,TestResQual,TestResQuant,SecSpent,TotSec,LearnType,Level,UserCumSec,difficulty
137,1,0,ks1a1b3_1a,-1,-1,-1,7,317,5,0,315,-1
138,1,0,ka1a1,-1,-1,-1,8,324,4,0,323,-1
139,1,0,ks1a1b4_1a,-1,-1,-1,6,332,5,0,329,-1
140,1,0,ka1a1,-1,-1,-1,22,338,4,0,351,-1
141,1,0,ks1a1k2_1a,2,-1,-1,11,360,3,0,20,-1
142,1,0,ka1a1,-1,-1,-1,4,371,4,0,355,-1
143,1,0,ks1a2,-1,-1,-1,99,375,4,0,454,-1
144,1,0,ks1a2b1_1a,-1,-1,-1,31,474,5,0,485,-1
145,1,0,ks1a2,-1,-1,-1,11,505,4,0,496,-1
146,1,0,ks1a2b2_1a,-1,-1,-1,34,516,5,0,530,-1
147,1,0,ks1a2,-1,-1,-1,25,550,4,0,555,-1
148,1,0,ks1a2b3_1a,-1,-1,-1,30,575,5,0,585,-1
149,1,0,ks1a2,-1,-1,-1,18,605,4,0,603,-1
150,1,0,ks1a2b4_1a,-1,-1,-1,22,623,5,0,625,-1
151,1,0,ks1a2,-1,-1,-1,54,645,4,0,679,-1
152,1,0,ks1a2k1_1a,-1,-1,-1,34,699,3,0,54,-1
153,1,0,ks1a2,-1,-1,-1,94,733,4,0,773,-1
154,1,0,ks1a2k4_1a,-1,-1,-1,34,827,3,0,88,-1
155,1,0,ks1a2,-1,-1,-1,8,861,4,0,781,-1
156,1,0,ks1a4,-1,-1,-1,115,869,4,0,896,-1
157,1,0,ks1a4b1_1a,-1,-1,-1,5,984,5,0,901,-1
158,1,0,ks1a4,-1,-1,-1,21,989,4,0,922,-1
159,1,0,ks1a4b3_1a,-1,-1,-1,5,1010,5,0,927,-1
160,1,0,ks1a4,-1,-1,-1,14,1015,4,0,941,-1
161,1,0,ks1a4b4_1a,-1,-1,-1,6,1029,5,0,947,-1
162,1,0,ks1a4,-1,-1,-1,47,1035,4,0,994,-1
163,1,0,ks1a5,-1,-1,-1,73,1082,4,0,1067,-1
164,1,0,ks1a5b2_1a,-1,-1,-1,4,1155,5,0,1071,-1
165,1,0,ks1a5,-1,-1,-1,21,1159,4,0,1092,-1
166,1,0,ks1a5b3_1a,-1,-1,-1,6,1180,5,0,1098,-1
167,1,0,ks1a5,-1,-1,-1,13,1186,4,0,1111,-1
168,1,0,ks1a5b4_1a,-1,-1,-1,15,1199,5,0,1126,-1
169,1,0,ks1a5,-1,-1,-1,37,1214,4,0,1163,-1
170,1,0,ks1a5k3_1a,-1,-1,-1,12,1251,3,0,100,-1
171,1,0,ks1a5,-1,-1,-1,28,1263,4,0,1191,-1
172,1,0,ks1a,-1,-1,-1,5,1291,6,0,1196,-1
173,1,0,Übersicht,-1,-1,-1,34,1296,6,0,1230,-1
174,1,0,ks1e,-1,-1,-1,2,1330,6,0,1232,-1
175,1,0,ks1ev1,-1,-1,-1,348,1332,0,0,448,-1
176,1,0,Rückmeldungen,-1,2,75,20,1680,0,0,468,-1
177,1,0,Rückmeldungen,-1,-1,-1,6,1700,0,0,474,-1
178,1,0,ks1e,-1,-1,-1,6,1706,6,0,1238,-1
179,1,0,ks1ev1,-1,-1,-1,9,1712,0,0,483,-1
180,1,0,Startseite,-1,-1,-1,15,1721,6,0,1253,-1
181,1,0,Tour,-1,-1,-1,11,1736,6,0,1264,-1
182,1,0,Übersicht,-1,-1,-1,8,1747,6,0,1272,-1
183,1,0,ks1e,-1,-1,-1,7,1755,6,0,1279,-1
184,1,0,ks1ev2,-1,-1,-1,472,1762,0,0,955,-1
185,1,0,Rückmeldungen,-1,2,75,41,2234,0,0,996,-1
186,1,0,Startseite,-1,-1,-1,14,2275,6,0,1293,-1
187,1,0,Tour,-1,-1,-1,4,2289,6,0,1297,-1
188,1,0,Übersicht,-1,-1,-1,6,2293,6,0,1303,-1
189,1,1,ks2a,-1,-1,-1,4,2299,6,0,1307,-1
190,1,1,ks2a1,-1,-1,-1,77,2303,4,0,1384,-1
191,1,1,ks2a1b1_1a,-1,-1,-1,9,2380,5,0,1393,-1
192,1,1,ks2a1,-1,-1,-1,13,2389,4,0,1406,-1
193,1,1,ks2a1b2_1a,-1,-1,-1,8,2402,5,0,1414,-1
194,1,1,ks2a1,-1,-1,-1,15,2410,4,0,1429,-1
195,1,1,ks2a1b3_1a,-1,-1,-1,34,2425,5,0,1463,-1
196,1,1,ks2a1,-1,-1,-1,11,2459,4,0,1474,-1
197,1,1,ks2a1b4_1a,-1,-1,-1,46,2470,5,0,1520,-1
198,1,1,ks2a1,-1,-1,-1,20,2516,4,0,1540,-1
199,1,1,ks2a1k1_1a,-1,-1,-1,12,2536,3,0,1008,-1
200,1,1,ks2a1,-1,-1,-1,67,2548,4,0,1607,-1
201,1,1,ks2a1k4_1a,-1,-1,-1,15,2615,3,0,1023,-1
202,1,1,ks2a1,-1,-1,-1,3,2630,4,0,1610,-1
203,1,1,ks2a2,-1,-1,-1,74,2633,4,0,1684,-1
204,1,1,ks2a2b1_1a,-1,-1,-1,16,2707,5,0,1700,-1
205,1,1,ks2a2,-1,-1,-1,13,2723,4,0,1713,-1
206,1,1,ks2a2b2_1a,-1,-1,-1,4,2736,5,0,1717,-1
207,1,1,ks2a2,-1,-1,-1,7,2740,4,0,1724,-1
208,1,1,ks2a2b3_1a,-1,-1,-1,8,2747,5,0,1732,-1
209,1,1,ks2a2,-1,-1,-1,7,2755,4,0,1739,-1
210,1,1,ks2a2b4_1a,-1,-1,-1,31,2762,5,0,1770,-1
211,1,1,ks2a2,-1,-1,-1,52,2793,4,0,1822,-1
212,1,1,ks2a3,-1,-1,-1,111,2845,4,0,1933,-1
213,1,1,ks2a3b1_1a,-1,-1,-1,5,2956,5,0,1938,-1
214,1,1,ks2a3,-1,-1,-1,11,2961,4,0,1949,-1
215,1,1,ks2a3b2_1a,-1,-1,-1,3,2972,5,0,1952,-1
216,1,1,ks2a3,-1,-1,-1,80,2975,4,0,2032,-1
217,1,1,ks2a3b3_1a,-1,-1,-1,19,3055,5,0,2051,-1
218,1,1,ks2a3,-1,-1,-1,15,3074,4,0,2066,-1
219,1,1,ks2a3b4_1a,-1,-1,-1,21,3089,5,0,2087,-1
220,1,1,ks2a3,-1,-1,-1,52,3110,4,0,2139,-1
221,1,1,ks2a3k1_1a,-1,-1,-1,96,3162,3,0,1119,-1
222,1,1,ks2a3,-1,-1,-1,11,3258,4,0,2150,-1
223,1,1,ks2a4,-1,-1,-1,11,3269,4,0,2161,-1
224,1,1,ks2a5,-1,-1,-1,3,3280,4,0,2164,-1
225,1,1,ks2a4,-1,-1,-1,50,3283,4,0,2214,-1
226,1,1,ks2a4b2_1a,-1,-1,-1,19,3333,5,0,2233,-1
227,1,1,ks2a4,-1,-1,-1,40,3352,4,0,2273,-1
228,1,1,ks2a5,-1,-1,-1,106,3392,4,0,2379,-1
229,1,1,ks2a5b1_1a,-1,-1,-1,4,3498,5,0,2383,-1
230,1,1,ks2a5,-1,-1,-1,25,3502,4,0,2408,-1
231,1,1,ks2a5b4_1a,-1,-1,-1,154,3527,5,0,2562,-1
232,1,1,ks2a5,-1,-1,-1,39,3681,4,0,2601,-1
233,1,1,ks2a5k3_1a,-1,-1,-1,12,3720,3,0,1131,-1
234,1,0,ks1a4,-1,-1,-1,22,3732,4,0,2623,-1
235,1,0,ks1a5,-1,-1,-1,5,3754,4,0,2628,-1
236,1,0,ks1a,-1,-1,-1,6,3759,6,0,2634,-1
237,1,0,Übersicht,-1,-1,-1,10,3765,6,0,2644,-1
238,1,0,Logout,-1,-1,-1,2585544,3775,6,0,2588188,-1
239,1,0,Startseite,-1,-1,-1,14,2589319,6,0,2588202,-1
240,1,0,Tour,-1,-1,-1,2,2589333,6,0,2588204,-1
241,1,0,Übersicht,-1,-1,-1,6,2589335,6,0,2588210,-1
242,1,2,ks3a,-1,-1,-1,4,2589341,6,0,2588214,-1
243,1,2,bs3a1,-1,-1,-1,38,2589345,4,0,2588252,-1
244,1,2,Startseite,-1,-1,-1,82,2589383,6,0,2588334,-1
245,1,2,Tour,-1,-1,-1,3,2589465,6,0,2588337,-1
246,1,2,Übersicht,-1,-1,-1,8,2589468,6,0,2588345,-1
247,1,5,kd3a,-1,-1,-1,36,2589476,6,0,2588381,-1
248,1,5,kd3a2,-1,-1,-1,170,2589512,4,0,2588551,-1
249,1,2,bs3a1,-1,-1,-1,5,2589682,4,0,2588556,-1
250,1,2,Übersicht,-1,-1,-1,54,2589687,6,0,2588610,-1
251,1,5,kd3a2b1_1a,-1,-1,-1,26,2589741,5,0,2588636,-1
252,1,5,kd3a2,-1,-1,-1,44,2589767,4,0,2588680,-1
253,1,5,kd3a2b2_1a,-1,-1,-1,39,2589811,5,0,2588719,-1
254,1,5,kd3a2,-1,-1,-1,97,2589850,4,0,2588816,-1
255,1,5,kd3a2b4_1a,-1,-1,-1,40,2589947,5,0,2588856,-1
256,1,5,kd3a2,-1,-1,-1,6,2589987,4,0,2588862,-1
257,1,5,kd3a2k1_1a,2,-1,-1,60,2589993,3,0,1191,-1
258,1,5,kd3a2k1_1a,-1,-1,-1,4,2590053,3,0,1195,-1
259,1,5,kd3a2,-1,-1,-1,11,2590057,4,0,2588873,-1
260,1,5,kd3a2k1_1a,-1,-1,-1,24,2590068,3,0,1219,-1
261,1,5,kd3a2,-1,-1,-1,5,2590092,4,0,2588878,-1
262,1,5,kd3a2k2_1a,-1,-1,-1,162,2590097,3,0,1381,-1
263,1,5,kd3a2,-1,-1,-1,47,2590259,4,0,2588925,-1
264,1,5,kd3a2k3_1a,2,-1,-1,147,2590306,3,0,1528,-1
265,1,5,kd3a2k4_1a,2,-1,-1,159,2590453,3,0,1687,-1
266,1,5,kd3a3,-1,-1,-1,318,2590612,4,0,2589243,-1
267,1,5,kd3a3k1_1a,0,-1,-1,67,2590930,3,0,1754,-1
268,1,5,kd3a3k2_1a,2,-1,-1,92,2590997,3,0,1846,-1
269,1,5,kd3a3k3_1a,-1,-1,-1,137,2591089,3,0,1983,-1
270,1,5,kd3a3k4_1a,2,-1,-1,77,2591226,3,0,2060,-1
271,1,5,kd3a4,-1,-1,-1,265,2591303,4,0,2589508,-1
272,1,5,kd3a4k1_1a,-1,-1,-1,52,2591568,3,0,2112,-1
273,1,5,kd3a4,-1,-1,-1,34,2591620,4,0,2589542,-1
274,1,5,kd3a4k2_1a,2,-1,-1,102,2591654,3,0,2214,-1
275,1,5,kd3a4k3_1a,-1,-1,-1,69,2591756,3,0,2283,-1
276,1,5,kd3a4,-1,-1,-1,11,2591825,4,0,2589553,-1
277,1,5,kd3a4k4_1a,-1,-1,-1,54,2591836,3,0,2337,-1
278,1,5,kd3a4,-1,-1,-1,5,2591890,4,0,2589558,-1
279,1,5,kd3a5,-1,-1,-1,214,2591895,4,0,2589772,-1
280,1,5,kd3a5k1_1a,-1,-1,-1,6,2592109,3,0,2343,-1
281,1,5,kd3a5,-1,-1,-1,20,2592115,4,0,2589792,-1
282,1,5,kd3a5k1_1a,2,-1,-1,116,2592135,3,0,2459,-1
283,1,5,kd3a5k2_1a,0,-1,-1,110,2592251,3,0,2569,-1
284,1,5,kd3a5k3_1a,2,-1,-1,136,2592361,3,0,2705,-1
285,1,5,kd3a5k4_1a,-1,-1,-1,95,2592497,3,0,2800,-1
286,1,5,kd3a5,-1,-1,-1,5,2592592,4,0,2589797,-1
287,1,5,kd3a,-1,-1,-1,7,2592597,6,0,2589804,-1
288,1,5,Übersicht,-1,-1,-1,266,2592604,6,0,2590070,-1
289,1,1,ks2a,-1,-1,-1,2,2592870,6,0,2590072,-1
290,1,1,ks2a1,-1,-1,-1,266,2592872,4,0,2590338,-1
291,1,1,ks2a1b1_1a,-1,-1,-1,31,2593138,5,0,2590369,-1
292,1,1,ks2a1,-1,-1,-1,115,2593169,4,0,2590484,-1
293,1,1,ks2a1b2_1a,-1,-1,-1,13,2593284,5,0,2590497,-1
294,1,1,ks2a1,-1,-1,-1,62,2593297,4,0,2590559,-1
295,1,1,ks2a1b3_1a,-1,-1,-1,12,2593359,5,0,2590571,-1
296,1,1,ks2a1,-1,-1,-1,30,2593371,4,0,2590601,-1
297,1,1,ks2a1k1_1a,2,-1,-1,68,2593401,3,0,2868,-1
298,1,1,ks2a1k2_1a,0,-1,-1,75,2593469,3,0,2943,-1
299,1,1,ks2a1k3_1a,1,-1,-1,45,2593544,3,0,2988,-1
300,1,1,ks2a1k4_1a,2,-1,-1,65,2593589,3,0,3053,-1
301,1,1,ks2a2,-1,-1,-1,143,2593654,4,0,2590744,-1
302,1,1,ks2a2b1_1a,-1,-1,-1,12,2593797,5,0,2590756,-1
303,1,1,ks2a2,-1,-1,-1,4,2593809,4,0,2590760,-1
304,1,1,ks2a2b2_1a,-1,-1,-1,6,2593813,5,0,2590766,-1
305,1,1,ks2a2,-1,-1,-1,9,2593819,4,0,2590775,-1
306,1,1,ks2a2b3_1a,-1,-1,-1,6,2593828,5,0,2590781,-1
307,1,1,ks2a2,-1,-1,-1,10,2593834,4,0,2590791,-1
308,1,1,ks2a2b4_1a,-1,-1,-1,16,2593844,5,0,2590807,-1
309,1,1,ks2a2,-1,-1,-1,7,2593860,4,0,2590814,-1
310,1,1,ks2a3,-1,-1,-1,5,2593867,4,0,2590819,-1
311,1,1,ks2a4,-1,-1,-1,3,2593872,4,0,2590822,-1
312,1,1,ks2a5,-1,-1,-1,4,2593875,4,0,2590826,-1
313,1,1,ks2a,-1,-1,-1,15,2593879,6,0,2590841,-1
314,1,1,ks2a,-1,-1,-1,2,2593894,6,0,2590843,-1
315,1,1,Übersicht,-1,-1,-1,18,2593896,6,0,2590861,-1
316,1,2,ks3a,-1,-1,-1,5,2593914,6,0,2590866,-1
317,1,2,bs3a1,-1,-1,-1,19,2593919,4,0,2590885,-1
318,1,2,ks3a7,-1,-1,-1,169,2593938,4,0,2591054,-1
319,1,2,ks3a2,-1,-1,-1,3,2594107,4,0,2591057,-1
320,1,2,ks3a4,-1,-1,-1,3,2594110,4,0,2591060,-1
321,1,2,ks3a,-1,-1,-1,3,2594113,6,0,2591063,-1
322,1,2,Logout,-1,-1,-1,0,2594116,6,0,2591063,-1
323,2,2,Startseite,-1,-1,-1,33,241,6,0,33,-1
324,2,2,Tour,-1,-1,-1,4,274,6,0,37,-1
325,2,2,Übersicht,-1,-1,-1,6,278,6,0,43,-1
326,2,0,ks1a,-1,-1,-1,7,284,6,0,50,-1
327,2,0,ka1a1,-1,-1,-1,103,291,4,0,153,-1
328,2,0,ks1a1k1_1a,1,-1,-1,173,394,3,0,173,-1
329,2,0,ks1a1k2_1a,2,-1,-1,224,567,3,0,397,-1
330,2,0,ks1a1k3_1a,0,-1,-1,128,791,3,0,525,-1
331,2,0,ks1a1k4_1a,1,-1,-1,68,919,3,0,593,-1
332,2,0,ks1a2,-1,-1,-1,98,987,4,0,251,-1
333,2,0,ks1a2k1_1a,1,-1,-1,325,1085,3,0,918,-1
334,2,0,ks1a2k2_1a,1,-1,-1,60,1410,3,0,978,-1
335,2,0,ks1a2k3_1a,0,-1,-1,180,1470,3,0,1158,-1
336,2,0,ks1a2k4_1a,1,-1,-1,247,1650,3,0,1405,-1
337,2,0,ks1a4,-1,-1,-1,107,1897,4,0,358,-1
338,2,0,ks1a4k1_1a,2,-1,-1,88,2004,3,0,1493,-1
339,2,0,ks1a4k2_1a,2,-1,-1,202,2092,3,0,1695,-1
340,2,0,ks1a4k3_1a,1,-1,-1,164,2294,3,0,1859,-1
341,2,0,ks1a4k4_1a,2,-1,-1,117,2458,3,0,1976,-1
342,2,0,ks1a5,-1,-1,-1,208,2575,4,0,566,-1
343,2,0,ks1a5k1_1a,2,-1,-1,92,2783,3,0,2068,-1
344,2,0,ks1a5k2_1a,2,-1,-1,96,2875,3,0,2164,-1
345,2,0,ks1a5k3_1a,2,-1,-1,93,2971,3,0,2257,-1
346,2,0,ks1a5k4_1a,2,-1,-1,292,3064,3,0,2549,-1
347,2,0,ks1a,-1,-1,-1,23,3356,6,0,589,-1
348,2,0,ks1c,-1,-1,-1,9,3379,1,0,2558,-1
349,2,0,Übersicht,-1,-1,-1,5,3388,6,0,594,-1
350,2,0,ks1a,-1,-1,-1,5,3393,6,0,599,-1
351,2,0,ka1a1,-1,-1,-1,12,3398,4,0,611,-1
352,2,0,ks1a,-1,-1,-1,5,3410,6,0,616,-1
353,2,0,ks1c,-1,-1,-1,11,3415,1,0,2569,-1
354,2,0,ks1c1ue3_1,1,-1,-1,103,3426,2,0,2672,0
355,2,0,ks1c1ue3_1,-1,-1,-1,25,3529,2,0,2697,0
356,2,0,ks1c1ue7_1,0,-1,-1,149,3554,2,0,2846,0
357,2,0,ks1c1ue2_1,2,-1,-1,57,3703,2,0,2903,0
358,2,0,ks1c1ue6_1,2,-1,-1,96,3760,2,0,2999,0
359,2,0,Logout,-1,-1,-1,4,3856,6,0,620,-1
360,2,0,Logout,-1,-1,-1,7,3860,6,0,627,-1
361,2,0,Logout,-1,-1,-1,2585369,3867,6,0,2585996,-1
362,2,0,Startseite,-1,-1,-1,18,2589236,6,0,2586014,-1
363,2,0,Tour,-1,-1,-1,6,2589254,6,0,2586020,-1
364,2,0,Übersicht,-1,-1,-1,38,2589260,6,0,2586058,-1
365,2,0,ks1a,-1,-1,-1,4,2589298,6,0,2586062,-1
366,2,0,ka1a1,-1,-1,-1,13,2589302,4,0,2586075,-1
367,2,1,ks2a,-1,-1,-1,4,2589315,6,0,2586079,-1
368,2,1,ks2a1,-1,-1,-1,155,2589319,4,0,2586234,-1
369,2,1,ks2a1k1_1a,2,-1,-1,192,2589474,3,0,3191,-1
