Date/Time,"Post Title","Post Slug","Post Type",Username,Activity,"IP address",Referrer,Location,"User Role",Permalink,"User Email","Visit Duration"
"2022-10-14 09:42:44","KS2eV3: Testen des Grundwissens Version 3",ks2ev3-testen-des-grundwissens-version-3,page,HE1022-829,visited,bd0a071d001cb3cd57b472943580bef1,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2e-testen-des-grundwissens/,Mengerskirchen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2e-testen-des-grundwissens/ks2ev3-testen-des-grundwissens-version-3/,client@lehrit.de,N/A
"2022-10-14 09:42:40","KS2e: Testen des Grundwissens",ks2e-testen-des-grundwissens,page,HE1022-829,visited,bd0a071d001cb3cd57b472943580bef1,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2c-ueben-des-grundwissens/,Mengerskirchen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2e-testen-des-grundwissens/,client@lehrit.de,N/A
"2022-10-14 09:41:08",Logout-Page,logout-page,page,HE1022-816,visited,b43735c6cd047be3dd40cfe269911496,https://lenvi.l3hrit.de/online-lernen/kraft-2/kd1a-erarbeiten-des-grundwissens/kd1a2-grundgesetz-der-translation/,Giessen,subscriber,https://lenvi.l3hrit.de/logout-page/,client@lehrit.de,N/A
"2022-10-14 09:39:57","KD1a2: Grundgesetz der Translation",kd1a2-grundgesetz-der-translation,page,HE1022-816,visited,b43735c6cd047be3dd40cfe269911496,https://lenvi.l3hrit.de/online-lernen/kraft-2/kd1a-erarbeiten-des-grundwissens/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/kd1a-erarbeiten-des-grundwissens/kd1a2-grundgesetz-der-translation/,client@lehrit.de,N/A
"2022-10-14 09:39:44","KS2c6Ü7_1: Verschieben, addieren und zerlegen",ks2c6ue7_1-verschieben-addieren-und-zerlegen,page,HE1022-829,visited,bd0a071d001cb3cd57b472943580bef1,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2c-ueben-des-grundwissens/,Mengerskirchen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2c-ueben-des-grundwissens/ks2c6ue7_1-verschieben-addieren-und-zerlegen/,client@lehrit.de,N/A
"2022-10-14 09:38:48","KD1a: Erarbeiten des Grundwissens",kd1a-erarbeiten-des-grundwissens,page,HE1022-816,visited,b43735c6cd047be3dd40cfe269911496,https://lenvi.l3hrit.de/online-lernen/kraft-2/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/kd1a-erarbeiten-des-grundwissens/,client@lehrit.de,N/A
"2022-10-14 09:38:40",Kraft,kraft-2,page,HE1022-816,visited,b43735c6cd047be3dd40cfe269911496,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3b-erarbeiten-des-erweiterten-wissens/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/,client@lehrit.de,N/A
"2022-10-14 09:38:37","KS3b: Erarbeiten des Erweiterten Wissens",ks3b-erarbeiten-des-erweiterten-wissens,page,HE1022-816,visited,b43735c6cd047be3dd40cfe269911496,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3b-erarbeiten-des-erweiterten-wissens/ks3b1-kraftfelder/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3b-erarbeiten-des-erweiterten-wissens/,client@lehrit.de,N/A
"2022-10-14 09:37:36","KS2c6Ü7_1: Verschieben, addieren und zerlegen",ks2c6ue7_1-verschieben-addieren-und-zerlegen,page,HE1022-829,visited,bd0a071d001cb3cd57b472943580bef1,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2c-ueben-des-grundwissens/,Mengerskirchen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2c-ueben-des-grundwissens/ks2c6ue7_1-verschieben-addieren-und-zerlegen/,client@lehrit.de,N/A
"2022-10-14 09:36:44","KS2a1Ü1_10: Situation konstruieren, sodass Verschiebung nicht möglich",ks2a1ue1_10-situation-konstruieren-sodass-verschiebung-nicht-moeglich,page,HE1022-829,visited,bd0a071d001cb3cd57b472943580bef1,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2c-ueben-des-grundwissens/ks2a1ue1_10-situation-konstruieren-sodass-verschiebung-nicht-moeglich/,Mengerskirchen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2c-ueben-des-grundwissens/ks2a1ue1_10-situation-konstruieren-sodass-verschiebung-nicht-moeglich/,client@lehrit.de,N/A
"2022-10-14 09:35:58","KS3b1: Kraftfelder",ks3b1-kraftfelder,page,HE1022-816,visited,b43735c6cd047be3dd40cfe269911496,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3b-erarbeiten-des-erweiterten-wissens/ks3b2-gravitationskraft/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3b-erarbeiten-des-erweiterten-wissens/ks3b1-kraftfelder/,client@lehrit.de,N/A
"2022-10-14 09:35:52","KS3b2: Gravitationskraft",ks3b2-gravitationskraft,page,HE1022-816,visited,b43735c6cd047be3dd40cfe269911496,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3b-erarbeiten-des-erweiterten-wissens/ks3b2-gravitationskraft/ks3b2b4_1a-ueberlagerung-gravitationsfelder/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3b-erarbeiten-des-erweiterten-wissens/ks3b2-gravitationskraft/,client@lehrit.de,N/A
"2022-10-14 09:35:13","KS3b2B4_1A: Überlagerung Gravitationsfelder",ks3b2b4_1a-ueberlagerung-gravitationsfelder,page,HE1022-816,visited,b43735c6cd047be3dd40cfe269911496,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3b-erarbeiten-des-erweiterten-wissens/ks3b2-gravitationskraft/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3b-erarbeiten-des-erweiterten-wissens/ks3b2-gravitationskraft/ks3b2b4_1a-ueberlagerung-gravitationsfelder/,client@lehrit.de,N/A
"2022-10-14 09:34:36","KS3b2: Gravitationskraft",ks3b2-gravitationskraft,page,HE1022-816,visited,b43735c6cd047be3dd40cfe269911496,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3b-erarbeiten-des-erweiterten-wissens/ks3b2-gravitationskraft/ks3b2b3_1a-masse-berechnen-gravitationskraft-gegeben/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3b-erarbeiten-des-erweiterten-wissens/ks3b2-gravitationskraft/,client@lehrit.de,N/A
"2022-10-14 09:33:36","KS3b2B3_1A: Masse berechnen, Gravitationskraft gegeben",ks3b2b3_1a-masse-berechnen-gravitationskraft-gegeben,page,HE1022-816,visited,b43735c6cd047be3dd40cfe269911496,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3b-erarbeiten-des-erweiterten-wissens/ks3b2-gravitationskraft/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3b-erarbeiten-des-erweiterten-wissens/ks3b2-gravitationskraft/ks3b2b3_1a-masse-berechnen-gravitationskraft-gegeben/,client@lehrit.de,N/A
"2022-10-14 09:32:31","KS3b2: Gravitationskraft",ks3b2-gravitationskraft,page,HE1022-816,visited,b43735c6cd047be3dd40cfe269911496,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3b-erarbeiten-des-erweiterten-wissens/ks3b2-gravitationskraft/ks3b2b2_1a-gewichtskraft-und-gravitationskraft-vergleichen/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3b-erarbeiten-des-erweiterten-wissens/ks3b2-gravitationskraft/,client@lehrit.de,N/A
"2022-10-14 09:32:15","KS3b2B2_1A: Gewichtskraft und Gravitationskraft vergleichen",ks3b2b2_1a-gewichtskraft-und-gravitationskraft-vergleichen,page,HE1022-816,visited,b43735c6cd047be3dd40cfe269911496,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3b-erarbeiten-des-erweiterten-wissens/ks3b2-gravitationskraft/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3b-erarbeiten-des-erweiterten-wissens/ks3b2-gravitationskraft/ks3b2b2_1a-gewichtskraft-und-gravitationskraft-vergleichen/,client@lehrit.de,N/A
"2022-10-14 09:31:57","KS3b2: Gravitationskraft",ks3b2-gravitationskraft,page,HE1022-816,visited,b43735c6cd047be3dd40cfe269911496,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3b-erarbeiten-des-erweiterten-wissens/ks3b2-gravitationskraft/ks3b2b1_1a-gravitationskraft-berechnen/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3b-erarbeiten-des-erweiterten-wissens/ks3b2-gravitationskraft/,client@lehrit.de,N/A
"2022-10-14 09:31:27","KS3b2B1_1A: Gravitationskraft berechnen",ks3b2b1_1a-gravitationskraft-berechnen,page,HE1022-816,visited,b43735c6cd047be3dd40cfe269911496,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3b-erarbeiten-des-erweiterten-wissens/ks3b2-gravitationskraft/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3b-erarbeiten-des-erweiterten-wissens/ks3b2-gravitationskraft/ks3b2b1_1a-gravitationskraft-berechnen/,client@lehrit.de,N/A
"2022-10-14 09:27:12","KS1eV1: Testen des Grundwissens Version 1",ks1ev1-testen-des-grundwissens-version-1,page,HE1022-836,visited,b65da51ae1314d7ce2f7ab710d97f630,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1e-testen-des-grundwissens/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1e-testen-des-grundwissens/ks1ev1-testen-des-grundwissens-version-1/,client@lehrit.de,00:51:00
"2022-10-14 09:27:08","KS1e: Testen des Grundwissens",ks1e-testen-des-grundwissens,page,HE1022-836,visited,b65da51ae1314d7ce2f7ab710d97f630,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1e-testen-des-grundwissens/,client@lehrit.de,00:00:01
"2022-10-14 09:27:01","KS1a: Erarbeiten des Grundwissens",ks1a-erarbeiten-des-grundwissens,page,HE1022-836,visited,b65da51ae1314d7ce2f7ab710d97f630,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/,client@lehrit.de,00:00:05
"2022-10-14 09:26:56","KS1a5: Kraft und Gegenkraft",ks1a5-kraft-und-gegenkraft,page,HE1022-836,visited,b65da51ae1314d7ce2f7ab710d97f630,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/ks1a5b4_1a-kraft-und-gegenkraft-unabhaengig-von-situation-zuordnen/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/,client@lehrit.de,00:00:03
"2022-10-14 09:24:44","KS2a1Ü1_10: Situation konstruieren, sodass Verschiebung nicht möglich",ks2a1ue1_10-situation-konstruieren-sodass-verschiebung-nicht-moeglich,page,HE1022-829,visited,bd0a071d001cb3cd57b472943580bef1,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2c-ueben-des-grundwissens/,Mengerskirchen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2c-ueben-des-grundwissens/ks2a1ue1_10-situation-konstruieren-sodass-verschiebung-nicht-moeglich/,client@lehrit.de,N/A
"2022-10-14 09:24:18","KS3b2: Gravitationskraft",ks3b2-gravitationskraft,page,HE1022-816,visited,b43735c6cd047be3dd40cfe269911496,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3b-erarbeiten-des-erweiterten-wissens/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3b-erarbeiten-des-erweiterten-wissens/ks3b2-gravitationskraft/,client@lehrit.de,N/A
"2022-10-14 09:24:15","KS3b: Erarbeiten des Erweiterten Wissens",ks3b-erarbeiten-des-erweiterten-wissens,page,HE1022-816,visited,b43735c6cd047be3dd40cfe269911496,https://lenvi.l3hrit.de/online-lernen/kraft-2/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3b-erarbeiten-des-erweiterten-wissens/,client@lehrit.de,N/A
"2022-10-14 09:24:09",Kraft,kraft-2,page,HE1022-816,visited,b43735c6cd047be3dd40cfe269911496,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/,client@lehrit.de,N/A
"2022-10-14 09:23:38","KS3a: Erarbeiten des Grundwissens",ks3a-erarbeiten-des-grundwissens,page,HE1022-816,visited,b43735c6cd047be3dd40cfe269911496,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/ks3a4-federkraft/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/,client@lehrit.de,N/A
"2022-10-14 09:21:41","KS1a5K4_1A: Kräfte über Gegenkräfte vergleichen",ks1a5k4_1a-kraefte-ueber-gegenkraefte-vergleichen,page,HE1022-836,visited,b65da51ae1314d7ce2f7ab710d97f630,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/ks1a5k4_1a-kraefte-ueber-gegenkraefte-vergleichen/,client@lehrit.de,00:05:14
"2022-10-14 09:21:32","KS1a5: Kraft und Gegenkraft",ks1a5-kraft-und-gegenkraft,page,HE1022-836,visited,b65da51ae1314d7ce2f7ab710d97f630,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/ks1a5b4_1a-kraft-und-gegenkraft-unabhaengig-von-situation-zuordnen/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/,client@lehrit.de,00:00:06
"2022-10-14 09:21:22","KS3a4: Federkraft",ks3a4-federkraft,page,HE1022-816,visited,b43735c6cd047be3dd40cfe269911496,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/ks3a3-5-normalkraft/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/ks3a4-federkraft/,client@lehrit.de,N/A
"2022-10-14 09:21:08","KS2a1Ü1_10: Situation konstruieren, sodass Verschiebung nicht möglich",ks2a1ue1_10-situation-konstruieren-sodass-verschiebung-nicht-moeglich,page,HE1022-829,visited,bd0a071d001cb3cd57b472943580bef1,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2c-ueben-des-grundwissens/,Mengerskirchen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2c-ueben-des-grundwissens/ks2a1ue1_10-situation-konstruieren-sodass-verschiebung-nicht-moeglich/,client@lehrit.de,N/A
"2022-10-14 09:20:30","KS3a3.5: Normalkraft",ks3a3-5-normalkraft,page,HE1022-816,visited,b43735c6cd047be3dd40cfe269911496,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/ks3a7-zerlegung-der-gewichtskraft/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/ks3a3-5-normalkraft/,client@lehrit.de,N/A
"2022-10-14 09:20:22","KS3a7: Zerlegung der Gewichtskraft",ks3a7-zerlegung-der-gewichtskraft,page,HE1022-816,visited,b43735c6cd047be3dd40cfe269911496,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/ks3a3-5-normalkraft/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/ks3a7-zerlegung-der-gewichtskraft/,client@lehrit.de,N/A
"2022-10-14 09:20:13","KS2a1Ü1_10: Situation konstruieren, sodass Verschiebung nicht möglich",ks2a1ue1_10-situation-konstruieren-sodass-verschiebung-nicht-moeglich,page,HE1022-829,visited,bd0a071d001cb3cd57b472943580bef1,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2c-ueben-des-grundwissens/,Mengerskirchen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2c-ueben-des-grundwissens/ks2a1ue1_10-situation-konstruieren-sodass-verschiebung-nicht-moeglich/,client@lehrit.de,N/A
"2022-10-14 09:18:45","KS1a5K3_1A: Gegenkraft zu einer Kraft beschreiben",ks1a5k3_1a-gegenkraft-zu-einer-kraft-beschreiben,page,HE1022-836,visited,b65da51ae1314d7ce2f7ab710d97f630,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/ks1a5k3_1a-gegenkraft-zu-einer-kraft-beschreiben/,client@lehrit.de,00:02:46
"2022-10-14 09:18:36","KS1a5: Kraft und Gegenkraft",ks1a5-kraft-und-gegenkraft,page,HE1022-836,visited,b65da51ae1314d7ce2f7ab710d97f630,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/ks1a5b4_1a-kraft-und-gegenkraft-unabhaengig-von-situation-zuordnen/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/,client@lehrit.de,00:00:07
"2022-10-14 09:18:30","KS1a5B4_1A: Kraft und Gegenkraft unabhängig von Situation zuordnen",ks1a5b4_1a-kraft-und-gegenkraft-unabhaengig-von-situation-zuordnen,page,HE1022-836,visited,b65da51ae1314d7ce2f7ab710d97f630,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ks1a5-kraft-und-gegenkraft/ks1a5b4_1a-kraft-und-gegenkraft-unabhaengig-von-situation-zuordnen/,client@lehrit.de,00:00:04
"2022-10-14 09:17:57","KS3a3.5: Normalkraft",ks3a3-5-normalkraft,page,HE1022-816,visited,b43735c6cd047be3dd40cfe269911496,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/ks3a7-zerlegung-der-gewichtskraft/,Giessen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks3a-erarbeiten-des-grundwissens/ks3a3-5-normalkraft/,client@lehrit.de,N/A
"2022-10-14 09:17:38","KS2c2Ü2_1: Kräfte unterschiedlicher Angriffspunkte addieren",ks2c1ue2_1-kraefte-unterschiedlicher-angriffspunkte-addieren,page,HE1022-829,visited,bd0a071d001cb3cd57b472943580bef1,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2c-ueben-des-grundwissens/,Mengerskirchen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2c-ueben-des-grundwissens/ks2c1ue2_1-kraefte-unterschiedlicher-angriffspunkte-addieren/,client@lehrit.de,N/A
"2022-10-14 09:15:36","KS2c2Ü8_1: Angeben, welche Kräfte addiert werden dürfen",ks2c1ue8_1-angeben-welche-kraefte-addiert-werden-duerfen,page,HE1022-829,visited,bd0a071d001cb3cd57b472943580bef1,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2c-ueben-des-grundwissens/,Mengerskirchen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2c-ueben-des-grundwissens/ks2c1ue8_1-angeben-welche-kraefte-addiert-werden-duerfen/,client@lehrit.de,N/A
"2022-10-14 09:15:21","KS2c: Üben des Grundwissens",ks2c-ueben-des-grundwissens,page,HE1022-829,visited,bd0a071d001cb3cd57b472943580bef1,https://lenvi.l3hrit.de/online-lernen/kraft-2/,Mengerskirchen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2c-ueben-des-grundwissens/,client@lehrit.de,N/A
"2022-10-14 09:15:13",Kraft,kraft-2,page,HE1022-829,visited,bd0a071d001cb3cd57b472943580bef1,https://lenvi.l3hrit.de/einfuehrungs-tour/,Mengerskirchen,subscriber,https://lenvi.l3hrit.de/online-lernen/kraft-2/,client@lehrit.de,N/A
